interaction_id,customer_tweet_id,agent_tweet_id,customer_message,context,historical_agent_response,human_intent,should_escalate,escalation_reason,provisional_intent
908589,908590,908589,"@115858 iPhone é tudo de bom, o problema é estas novas atualizações que comem minha bateria em 5 minutos",,"@335790  Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",,,,OTHER_UNCLEAR
2787801,2787800,2787801,@AppleSupport Called network. Reset password. Issues seems to be the software. Please advise.,"[CUSTOMER] After this iPhone software upgrade, my voicemail is all messed up. I gotta call my voicemail like a Neanderthal to check my messages. 

@115858
[AGENT] @778255 Thank you for reaching out to us. When you open the Phone app and tap Voicemail, does anything appear there?
[CUSTOMER] @AppleSupport This is what I see https://t.co/PXAIABDF0Y
[AGENT] @778255 Great! Thank you for your screenshot! We definitely want to make sure your Visual Voicemail is working properly. Let us know if the steps in this article help: https://t.co/FaFf2KILzY",@778255 Sounds like you've already done some great work to resolve this issue. We'd like to take a closer look into this in DM. Use this link to get started: https://t.co/GDrqU22YpT,,,,ACCOUNT_SECURITY
1651957,1651958,1651957,"If your returned iPhone needs repairs under Apple’s upgrade program, an email sends you to this page:
@AppleSupport please fix. https://t.co/eckXXE3KMD",,@504434 We're here for you. Send a Direct Message with more details about the email and we'll look into this further. https://t.co/GDrqU22YpT,,,,PURCHASE_REPAIR_WARRANTY
328553,328555,328553,@115858 why is it my music app won’t work? 6 running 11.0.2. Suddenly started crashing this AM while in use/DLing. Restarted phone. No joy.,,@194339 We'd be glad to look into this with you. Did the app simply close out every time you tried to use it?,,,,PERFORMANCE_STABILITY
1156777,1156778,1156777,@AppleSupport what’s up. I just got the iPhone 8 and I can’t even sign into the App Store.,,@392120 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,,ACCOUNT_SECURITY
496839,496840,496839,"@115858 ie rip off merchants - wont unlock my phone despite calling for four weeks, visiting an apple store giving proof of ownership and replacement, give a different reason everytime why they can't unlock it! Joke of a company!",,@233548 We'd like to look further into this for any actions we can take to help with this activation lock. Meet us in DM with your location (country)? https://t.co/GDrqU22YpT,,,,PURCHASE_REPAIR_WARRANTY
2059547,2059549,2059547,@115858 @AppleSupport problem on ios 11.0.2 i phone 6s whenever u turn off ur wifi &amp; if u again c it after smtym it shows wifi z on always. 😔,,@173776 Let's sort this out! Check out https://t.co/G7BHuQnDS6 regarding Wi-Fi controls. Still have questions? Let us know. https://t.co/GDrqU22YpT,,,,CONNECTIVITY
2106396,2106397,2106396,"Ok @115858 
Cut the 💩
Fix this foolishness with “I️”",,@621684 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,OTHER_UNCLEAR
2125088,2125089,2125088,"Hey @AppleSupport, when are you going to fix the I️ bug in the new IOS? Did I️ really just drop $900 on a phone that doesn’t know how to spell the most common one letter word? #iOS #iPhone8Plus #apple #getyourshittogether",,@625829 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,IOS_UPDATE
1106250,1106251,1106250,My pictures just disappeared but they are still in my iCloud how do i restore them back to my camera roll @AppleSupport,,@381077 We'd like to help. DM us what iOS version you're on and we'll get started. https://t.co/GDrqU22YpT,,,,FEATURE_HOW_TO
1541933,1541935,1541933,@AppleSupport how do I turn on the battery % on the iPhone X?,,@217875 We'd be happy to help. Send us a DM to continnue. https://t.co/GDrqU22YpT,,,,FEATURE_HOW_TO
770504,770502,770504,@AppleSupport Wifi.  But wifi at work yesterday and now at home.  Two different connections; both strong.,"[CUSTOMER] @AppleSupport i can’t download anything on App Store weather free or to purchase. Signed out then in again and still nothing.  24 hours now
[AGENT] @303998 We're here for you. Are you receiving an error when attempting to download?
[CUSTOMER] @AppleSupport No.  The Get turns into a swirling circle that just keeps swirling.  Could go on for minutes.  It's like it's thinking ...
[AGENT] @303998 Are you trying to download apps on Wi-Fi or cellular?","@303998 Okay, thanks.  DM us the device you're using and its software version.  We'll continue there. https://t.co/GDrqU22YpT",,,,CONNECTIVITY
1618293,1618294,1618293,"Dude, honestly @115858 products suck so bad. My fucking SE just went from a 27% battery to a 9% under five minutes, while freezing up.",,"@496176 We're here for you! Send us a DM, and we'll take a closer look at the issue there. https://t.co/GDrqU22YpT",,,,PERFORMANCE_STABILITY
1645537,1645539,1645537,@AppleSupport Hi. How do I pair my Apple Watch to my new iPhone? Thanks!,,@502831 Great question. This should help: https://t.co/lrUT3FBnPf,,,,FEATURE_HOW_TO
2750424,2750423,2750424,@AppleSupport it won’t let me update because it says there isn’t enough room on my phone even though there is plenty of room on it🤦🏽‍♀️,"[AGENT] @770035 Hey, we know it's not ideal to run into unexpected issues on your iPhone. Let's take a look. First, when it does restart, do you see an Apple logo or spinning gear? Also, what's the exact iOS version currently installed?
[CUSTOMER] @AppleSupport it shuts off after abruptly exiting an app, but turns back on with the apple logo. i believe it thinks the storage is full but i’ve been deleting things everyday and it hasn’t gotten better. also the screen has been jumpier than a pack of crickets on fire. it has the latest iOS
[AGENT] @770035 Thanks for sharing those details. To help isolate the issue, can you tell us the iOS version your iPhone is running currently? This info can be found in Settings &gt; General &gt; About.
[CUSTOMER] @AppleSupport it’s running on 11.1.1. do you need the parenthesis number as well?
[AGENT] @770035 No, the info you’ve given us is great. We’ve released iOS version 11.1.2. Let’s make sure you have a backup, then update your iPhone: https://t.co/80YRnjDFDk

After updating, test it out to see if the issue persists. If you need more help, we'll be here for you.","@770035 Thanks for keeping us updated. Are you attempting to update over Wi-Fi, or with iTunes? DM your response: https://t.co/GDrqU22YpT",,,,IOS_UPDATE
426725,426726,426725,"@AppleSupport when ever I get an email from this one sender, it goes to archive on the Mac mail app. How can I stop this?",,@216487 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,,,FEATURE_HOW_TO
2070441,2070442,2070441,Genuinely think the @115858 update has broke my phone..keeps crashing and getting too hot. What the fuck sort it out,,@612305 We'd certainly like to help you sort out the trouble that you're having! Please send us a DM to get started. https://t.co/GDrqU22YpT,,,,PERFORMANCE_STABILITY
928061,928062,928061,@AppleSupport my iPad Air 2 battery meter seems to be glitchy. Says I have low power &amp; when I plug it in jumps up by anything up to 20%. Sometimes it goes from 20% to 5% in second or like now on 3% for well over an hour of use including on YouTube. Software or hardware issue? https://t.co/iRaPBgK7Ha,,@123124 We'd be happy to assist with your iPad today. Send us a DM to get started. https://t.co/GDrqU22YpT,,,,BATTERY_POWER
1471879,1471881,1471879,"Hey @AppleSupport I went to one of your stores and was told you don't take any more appointments. Your store doesn't close for 90 min, wtf?",,@461661 We'd be happy to help with an issue you may have or schedule an appointment for you.,,,,PURCHASE_REPAIR_WARRANTY
82031,82032,82031,Thanks @115817 for loosing my iPhone X and for @115858 for not sending me a new one,,@134153 We'd like to look into this with you. Let's hop in DM. Click here: https://t.co/GDrqU22YpT,,,,OTHER_UNCLEAR
1709941,1709942,1709941,This shit pissing me tf off 😤 @115858 https://t.co/8vjt8B1Vgh,,@518071 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,OTHER_UNCLEAR
1702962,1702963,1702962,@AppleSupport can we fix the whole I️  to I️  change thing??,,@516265 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,APPS_MEDIA
2523466,2523464,2523466,@AppleSupport 11.1.1,"[CUSTOMER] @AppleSupport Where is my time? https://t.co/EyC3bzZhHz
[AGENT] @718631 Let's get to the bottom of this together. Have you had a chance to restart your iPhone since noticing the time missing in the status bar? In order to ensure we're on the same page, please let us know which version number of iOS you've got installed.","@718631 Thank you for confirming.  Next, does restarting the device return the time to the regular location?",,,,APPS_MEDIA
2615362,2615364,2615362,Anyone else's iPhone freeze during the update?? It's crazy how much you pay for an iPhone and have problems with every phone. Kinda regretting the decision of ordering the iPhone X now.. :/  @AppleSupport,,@739282 We want to help. What are you seeing on your screen currently? Were you using iTunes on your computer to update or through Wi-Fi?,,,,PURCHASE_REPAIR_WARRANTY
2315963,2315965,2315963,"@AppleSupport Ever since iOS 11 came out, trying to use my iPhone 7+ after clicking the power button results in frozen screen and a wait.",,@116591 Let's get it working smoothly again. Does this only occur when you press the Sleep/Wake button? Is iOS 11.0.3 the one installed?,,,,DEVICE_HARDWARE
2414316,2414317,2414316,@AppleSupport please for the love just tell me how to simply reset my macbook pro to factory settings.,,@276652 We're here to assist. We've received your DM and will continue to work with you from there.,,,,FEATURE_HOW_TO
233619,233620,233619,@115858 my battery life sucks after the update????,,@171612 We want to check this out. Send us a DM and we will go from there. https://t.co/GDrqU22YpT,,,,IOS_UPDATE
1683465,1683467,1683465,@AppleSupport My phone is using data to back up to icloud every morning in the 2 am hour. How do I prevent this usage?????,,@323924 That’s a great question. Here’s a link about the automatic iCloud backup feature: https://t.co/4f8hwT5to6,,,,FEATURE_HOW_TO
856130,856132,856130,@AppleSupport i pre-ordered reputation by @118062 but I can’t play gorgeous?? why is this happening? what can i do https://t.co/AAacZn7LWi,,@323306 We'd like to help. What happens when you tap on the song? Does restarting make any difference?,,,,PURCHASE_REPAIR_WARRANTY
2623598,2623599,2623598,Y’all update is shitty @115858,,@741170 We can help with any issues you're experiencing with the latest iOS update. DM us which device you have &amp; we'll get started. https://t.co/GDrqU22YpT,,,,IOS_UPDATE
453959,453961,453959,@115858 is there a way to stop my phone from changing “it” to “I.T” via autocorrect? It’s quite random and annoying,,"@222734 We want you to be able to say what you mean when typing on your iPhone, and we're glad you reached out for help! Have you created a recent backup, and updated to iOS 11.1.2? This article offers steps for backing up to either iCloud or iTunes: https://t.co/4f8hwT5to6.",,,,OTHER_UNCLEAR
345692,345693,345692,Latest @115858 software update drains my iPhone 6 battery. Frustrating! #plannedobsolescence?,,@198266 Let's help get this sorted. Check out the recommendations shown here: https://t.co/bivpdfBNJ6 but keep us posted.,,,,BATTERY_POWER
2054456,2054457,2054456,Thanks @115858 @AppleSupport your Control Center fake Bluetooth toggle costs me an extra 15-20% battery every day by not switching BT off.,,"@9030 Check out the information here: https://t.co/G7BHuQnDS6 If you have questions, send us a DM by clicking on the link below. https://t.co/GDrqU22YpT",,,,CONNECTIVITY
2801450,2801452,2801450,@AppleSupport brand new iPhone X has a green line going across the entire screen and has a super yellow tint restored to factory 3 times. truetone and nightshift are both off. what gives,,"@781513 We want to make sure your iPhone X is working at its best. Do you always see the line and tint, or only in certain screens? When you restored to factory, did you set up as new, and not restore any of your data to test it?",,,,DEVICE_HARDWARE
1612691,1612692,1612691,@AppleSupport The issue was marked as resolved but it’s still debiting from my account. Please help ASAP! Issue ID 1153770535,"[CUSTOMER] Hey @AppleSupport , Please look into case ID 100346479307 as soon as possible. There have been multiple unauthorized transactions in the past 1 month from an app. And I am unable to stop it!
[AGENT] @494859 Thanks for reaching out to us. We are always happy to help. To clarify, have you already attempted to change your Apple ID password, or contacted your bank regarding this?",@494859 Hi there! You'll need to reach out to our iTunes Store team for assistance with that:  https://t.co/SDIe7UiyJN,,,,ACCOUNT_SECURITY
1367024,1367025,1367024,@AppleSupport CAN U PLEASE FIX UR FUCKING IOS 11 IM LOSING MORE BATTERY THEN ON THE OTHER UPDATES #FIXYOURSHIT,,@438221 We want to help. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT,,,,IOS_UPDATE
324287,324288,324287,Is there a way manual turn WiFi off as keeps automatically turning back on and search I.e when disabling flight mode #iOS11 @AppleSupport,,@193253 We would love to shed some light on that for you.  Are you turning off from the Control Center?,,,,CONNECTIVITY
2683453,2683450,2683453,"@AppleSupport Also sometimes they do load. Which makes it more frustrating when they don’t, which is mostly when I’m not on WiFi.","[CUSTOMER] Sick of my photos not loading properly from iCloud 😠 especially when it’s my rotas for work! @115858 @AppleSupport
[AGENT] @754787 We'd love to look into this with you. Which device are you trying to load them on? What happens when you try to load them?",@754787 We'd be happy to help. Would you please join us in DM so we may continue assisting? https://t.co/GDrqU22YpT,,,,CONNECTIVITY
2036673,2036674,2036673,"Ever since I updated to IOS11 my iPhone 6s messes up. Slow, all the apps crash. @AppleSupport @115858 are u trying to make me buy a new phone",,"@602158 Hey, we can work with you to see what's going on with your iPhone. DM us the exact iOS version and we'll go from there. https://t.co/GDrqU22YpT",,,,PERFORMANCE_STABILITY
300487,300486,300487,@AppleSupport My apple account still hasn't been reset – it's nearly been 5 weeks since I started the recovery process. How long do I have to wait?!,"[CUSTOMER] @AppleSupport my account with you has been waiting to be reset since last Friday, I have emailed to chase but it still hasn't happened...
[CUSTOMER] @AppleSupport Very irritating and I would like it sorted asap! Please :-)
[AGENT] @187643 We can help. While there's no way for Apple to expedite the process, ensure you've gone through: https://t.co/fJnZYmbI9N
[CUSTOMER] @AppleSupport and that was a week ago? Hence why I am trying to contact another way to get it sorted? Is there a phone help line to do it that way?","@187643 While the process can't be expedited, you may reach our Apple ID team here: https://t.co/UJm15vmMM2",,,,ACCOUNT_SECURITY
2789223,2789224,2789223,@AppleSupport can y’all stop making the quick reply screen disappear while I’m typing ? Thank you,,@778564 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,,,,DEVICE_HARDWARE
2583177,2583178,2583177,When is @115858 going to fix I️ this,,"@732039 There's an update out now that fixes this issue. Make sure you have a recent backup and update to 11.1.2. 

Let us know if that fixes the issue.",,,,OTHER_UNCLEAR
2410124,2410125,2410124,@115858 the latest updates to the iPhone are horrible.  My phone has never been this slow. #FixItPlease,,@692949 We want to help you with this issue. Which exact iOS version did you update your device to? You can locate this through Settings &gt; General &gt; About.,,,,PERFORMANCE_STABILITY
820157,820154,820157,"@AppleSupport and now airplane mode is broken. airplane on, but wifi and bt don‘t shut down... come on guys!!!","[CUSTOMER] @AppleSupport wtf. i've never had to reboot my iPhone. with iOS 11 i've been pushing all buttons at least 10 times now... WTF!!!
[AGENT] @315370 Thanks for reaching out to us for support. We would love to help you. Can you please tell us the model of your device?",@315370 Let's go ahead and meet in DM. We'll continue there. https://t.co/GDrqU22YpT,,,,DEVICE_HARDWARE
1335418,1335419,1335418,I HATE my fucking @115858 iphone! locked out. too many accounts and passwords and passcodes.  Never had to put passed in phone before this 1,,@431529 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,,ACCOUNT_SECURITY
2938205,2938206,2938205,For some strange reason. For the last several weeks I have been having to resign into all my apps more than once on my iphone and online. I am aware of this now. Why am I having to resign into my apps. Is anyone experiencing this as well on their iPhone7? @AppleSupport,,@812169 We certainly want to help take a look at this together. Reach out to us in DM and tell us more about what's going on and which apps you're experiencing this with. We look forward to getting this resolved. https://t.co/GDrqU22YpT,,,,ACCOUNT_SECURITY
1476980,1476981,1476980,@AppleSupport i'm trying to play audio on my phone but it says headphones and there are no headphones in the jack and bluetooth is off,,@462938 We're here to help. We have steps to resolve this. Check out this article and let us know if it works. https://t.co/4Kux8rhhGX,,,,CONNECTIVITY
1531312,1531314,1531312,@AppleSupport I think my iPhone X is broken. What’s the fastest way to get a replacement unit in Germany without going to an Apple Store? https://t.co/Ity33y8Xue,"[CUSTOMER] Animoji face tracking is completely broken for me. Keeps saying face tracking failed in a regular interval, then picks up again. #iPhoneX https://t.co/7SXjkVemDF",@475059 We'd like to look into the issues you're having with your iPhone X. Send us a DM to begin. https://t.co/GDrqU22YpT,,,,PURCHASE_REPAIR_WARRANTY
1905911,1905912,1905911,@AppleSupport there seems to be a bug with audio controls and Bluetooth on the iPhone 8 Plus. I can’t use the mic when answering… 1/,,@567923 Let's get to the bottom of this. Do you have any other devices we could connect your Beats to? Reply in DM to get started. https://t.co/GDrqU22YpT,,,,CONNECTIVITY
2856770,2856771,2856770,Heyyyyyy @115858 @AppleSupport care to explain how i loose this much battery in 2 minutes?  How am i supposed to shit when my phone dies in 5 minutes. https://t.co/tDVUJA0OEd,,@591415 We'd like the opportunity to help you. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT,,,,BATTERY_POWER
2020122,2020123,2020122,look here @AppleSupport ....you can make my phone slow and all that with these updates... but i️ want my i’s back! you takin it to far!,,@597387 We’ve got your back. Check out the workaround in this article and DM us any questions you may have: https://t.co/xU1AGHStV6 https://t.co/GDrqU22YpT,,,,IOS_UPDATE
2804425,2804426,2804425,"@AppleSupport I’ve reset my password using my Apple ID three times, but I can’t get into my Mac.  What should I do next?",,@365412 We certainly want you to be able to have access to your Mac. What are you seeing happen when you are trying to log into your Mac? Join us in DM and we'll continue there. https://t.co/GDrqU22YpT,,,,ACCOUNT_SECURITY
1337286,1337287,1337286,So @115858 do I have to buy a new line from Apple store to buy iPhone x???  Just want my phone!  Can’t place an order!  Trying to pay $$$ https://t.co/S4nWhtXH5D,,"@429342 Our Online Sales Support would be best suited to assist you, you can reach them here:   https://t.co/K0222CJgiB",,,,PURCHASE_REPAIR_WARRANTY
652915,652917,652915,"@AppleSupport iPhone 7 Plus is getting hot, how do I prevent this?",,@275246 We've got your back. Let's check out what could be causing this. How are you using your iPhone when you notice that increase in temperature? Based on that we can provide further info.,,,,FEATURE_HOW_TO
1676191,1676192,1676191,okay i’m getting real sick of this “i” bug @115858 i’m mad,[CUSTOMER] this is me every weekend when nick and i️ say goodbye and i️ think about how i️’ll have to wait a whole other week to see him https://t.co/BpuudgeBEW,@509898 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,OTHER_UNCLEAR
2726893,2726894,2726893,I’m getting sick of this weird iPhone glitch &amp; sounding like a Neanderthal saying “me” bc I️ can’t type “I️”.....Get your shit together @115858 !!!!!!,,"@764684 Thanks for reaching out to us for support. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",,,,OTHER_UNCLEAR
2054669,2054670,2054669,"My iPhone just froze. Thank you @115858, you and your updates and your iCloud (PAID) suck!!!!! Wasn't  deleting all my saved notes enough?",,@607677 We can help with all of this. Did it freeze while using a particular app? Let's go back into DM and get this all solved. https://t.co/GDrqU22YpT,,,,IOS_UPDATE
1727847,1727848,1727847,"The podcast app from @115858 is a hot steaming pile of dog shit. No service/no internet connection while on the phone. 

Waste of time",,"@522506 To clarify, is your iPhone showing “No Service”? Use the link below to DM us, and we’ll help out. https://t.co/GDrqU22YpT",,,,CONNECTIVITY
1649065,1649067,1649065,How do I delete photos from my iCloud or even look to see what’s on it? @AppleSupport,,@315979 Thanks for reaching out. Let’s work together on this. What devices do you use with iCloud? Do you have access to a computer?,,,,APPS_MEDIA
1222684,1222682,1222684,"@AppleSupport I have an IPhone 7 Plus. When I go on certain apps and touch the screen, it’s unresponsive. I think there was a recent update to fix this 2","[CUSTOMER] @AppleSupport Hiya. The new iOS is still crap. Having trouble with screen response.
[AGENT] @406906 Hi, tell us more about what you're experiencing with your iOS device's touch screen. We'll be happy to help.","@406906 Yes, iOS 11.0.3. Have you had the chance to download and install this update yet? DM us back, we'll continue there. https://t.co/GDrqU22YpT",,,,DEVICE_HARDWARE
1642642,1642643,1642642,"Ever since I updated this iPhone it’s been as slow as a snail, apps crashing and constantly freezing. Sort it out @115858",,@502103 We'd like to help. Which exact iOS version did you update to? Let us know in DM. https://t.co/GDrqU22YpT,,,,PERFORMANCE_STABILITY
1336271,1336273,1336271,"@431721 @AppleSupport same here. if I check upgrade eligibility it now says ""your iPhone upgrade is pending"". how do we get this nailed down? I ordered at 12:10.",[CUSTOMER] @AppleSupport I preordered the iPhone X through the upgrade program but never received an email confirmation/don’t see my order in my acct,@431720 Use the link to get over to our Sales Support. They'll be the best ones to help confirm the order: https://t.co/8yjRd1Xo0i,,,,PURCHASE_REPAIR_WARRANTY
809370,809368,809370,"@AppleSupport At times even its turned on its just doesn work no calls no txts , have to restart n then its back to normal for some time","[CUSTOMER] @AppleSupport @115858 my iphone 6s just seems to behave weird post latest ios update , i got latest 11.0.2 but still same -have to restart
[AGENT] @312857 Thanks for reaching out. Could you tell us more info about the issues you're currently experiencing?",@312857 We'd like to look into this more. Have you done any other troubleshooting steps? DM us below and we'll continue from there. https://t.co/GDrqU22YpT,,,,PERFORMANCE_STABILITY
2402134,2402135,2402134,@AppleSupport yeah uh my phone keeps fucking freezing ever since I updated it can you please tell me how to make my phone less trash every time a new one comes out thank you,,@691100 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into your issue with you there. https://t.co/GDrqU22YpT,,,,PERFORMANCE_STABILITY
1706107,1706109,1706107,@115858 I️ am upset at the quality of this letter “I️” glitch.,,@517078 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,OTHER_UNCLEAR
940600,940601,940600,"Why can't I have my texts be night mode? @115858 , let's make this happen ! 
I'll take royalties, whatever's easiest for both parties! 🤘🏽",,@342982 Thanks for reaching out! We'd recommend leaving that request on our feedback page: https://t.co/eTPVYVX94G,,,,APPS_MEDIA
2479060,2479058,2479060,@AppleSupport Screen freezes like what the heck?,"[CUSTOMER] My phone been trippin and I just got this shit wtf @115858
[AGENT] @708487 Hi. We are here for you. What's going on with your new iPhone?",@708487 Let's join together and look into this behavior. Join us in DM with additional information to get started: https://t.co/GDrqU22YpT,,,,DEVICE_HARDWARE
2278631,2278633,2278631,@AppleSupport 11.03 update stuck on update requested on IPhone 8 plus any ideas how to sort this out.,,"@662533 We can help update. Do you have a computer with iTunes installed, or a computer you can install iTunes on?",,,,PERFORMANCE_STABILITY
1265231,1265232,1265231,Attn @115858 This happened. Didn’t freeze the phone or do any damage just spam page out there. https://t.co/7RljaBrrYM,,@416265 Hey there. We're here for you. That appears to be a pop-up message. Learn more about them here: https://t.co/qr0pQfKgYD,,,,PERFORMANCE_STABILITY
2355884,2355885,2355884,@8492 @AppleSupport @115858 @4150 How can I download a game bought 2 years ago but unavailable now on the #AppStore? #MickeyCastleOfIllusion,,@680604 Thanks for reaching out to us. Let's continue in DM. We'll work together to see if there's anything we can to do resolve this and get you your app. https://t.co/GDrqU22YpT,,,,FEATURE_HOW_TO
1751502,1751503,1751502,Hey @115858 help a sista out why does it keep doing this? https://t.co/qF8XyXs45G,,@527725 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,OTHER_UNCLEAR
756537,756535,756537,@AppleSupport This doesn't help either... Unable to trace why I'm charged. Please help,"[CUSTOMER] @AppleSupport @115858 I'm charged ₹60 for free subscription on iTunes. Please provide me details why I'm charged when it's free. https://t.co/DORPM0mBla
[AGENT] @124883 To help you get the best support with billing concerns, we suggest that you contact iTunes Store Support: https://t.co/SDIe7UiyJN",@124883 We have no ability to view financial transactions over Twitter. Our iTunes Store Support team is your best resource.,,,,APPS_MEDIA
1192992,1192993,1192992,"@115858 when we remove a nigga from a group chat, we don’t want him to have the power to add himself back. FIX THAT SHIT",,@400322 We want to hear your input. Leave us feedback with your suggestions for group chats here: https://t.co/oWzjJxkvlC,,,,BATTERY_POWER
545189,545190,545189,"@AppleSupport every time I restart my 11.1.2 phone I get SMS notifications from years ago, then 1/2 the time the home screen stops working.  Backup restore and happening on my iPhone X now too https://t.co/LEI5HWOEni",,"@241769 That's certainly not what we'd expect you to experience. We'll do all we can to assist. First thing, we'd suggest is to back up the iPhone and update to iOS 11.2 which was just released. You can use this guide if you need it here: https://t.co/80YRnjDFDk",,,,PERFORMANCE_STABILITY
375585,375586,375585,@115858 why does WiFi and Bluetooth turn on automatically all the time? Fix it my batterie needs life!!!!!!,,"@205070 We're here for you. So that we can best assist, please share with us your current iOS version. https://t.co/ZTw54HL4Rm",,,,CONNECTIVITY
743447,743448,743447,Am I the only one who can’t use the App Store ? @AppleSupport,,@297761 We want to help you get connected to the App Store. Have you tried these steps? https://t.co/1SrHVMz478,,,,PURCHASE_REPAIR_WARRANTY
652197,652198,652197,"@AppleSupport My new 7+ cannot update the to the newest software, says ""checking"" then ""not available""; I can restore my backup until I do",,@275088 We're here to help! Try out the steps in the following article: https://t.co/Ui1yTnOCUz,,,,PURCHASE_REPAIR_WARRANTY
654376,654375,654376,@AppleSupport The adaptor is the one that came with my phone. The headphones that came with it broke so I don’t have those anymore,"[AGENT] @275664 It’s important for your music and podcasts to work correctly on your iPhone! Let’s go through some troubleshooting so we can get to the bottom of this. To start, which version of iOS are you running?
[CUSTOMER] @AppleSupport It’s iOS 11.1.2 &amp; an iPhone 7+
[AGENT] @275664 Thank you for that information. May we ask what type of headphones you're using with your device? Wired or wireless headphones? Also, have you connected with other wireless devices?
[CUSTOMER] @AppleSupport It only happens when headphones are plugged in, not over Bluetooth with other devices
[AGENT] @275664 Thank you for confirming that. We appreciate you doing the troubleshooting steps. With the Apple earphones that you use, are these the ones that came with your iPhone that has the Lightning connection?","@275664 OK, let's see if we can pinpoint this a bit more. Have you tried another pair of headphones with this adapter? Do you have a friend or family member that has a pair of headphones that came with an iPhone? Can you test those with your iPhone? DM us and let us know. https://t.co/GDrqU22YpT",,,,APPS_MEDIA
520237,520239,520237,@AppleSupport  iphone x bought on apple want to switch carrier from t-mobile to verizon -- rep had a problem finding my order + put on hold forever and failed to transfer to manager!!! ... can anyone help me?,,@240068 We'd love to help you get this order sorted out. Please reach out to our Apple Online Store Support team for assistance here:  https://t.co/8yjRd2eYRQ,,,,PURCHASE_REPAIR_WARRANTY
2333332,2333334,2333332,Yo @115858 get a move on and fix your newest update’s stupid bugs before I throw my phone at a puppy.,,@617679 Let's check it together to get you back on track with your device. What issues are you experiencing?,,,,IOS_UPDATE
2626452,2626454,2626452,@AppleSupport are you able to crop screen recording videos I don’t mean the length I know you can do that,,@741848 You can edit and trim videos such as screen recordings. This link has helpful information for you: https://t.co/dGQX6HwH4z,,,,DEVICE_HARDWARE
924575,924577,924575,@AppleSupport Yes. I have restarted.,"[CUSTOMER] @AppleSupport iPhone 7 screens have crazy flickers following last iOS update. Happening to my wife too. 7 and 7+
[AGENT] @339411 Let's help! When are you noticing this flickering behavior happening most? To confirm, that's the iOS 11.0.3 version installed?
[CUSTOMER] @AppleSupport Yes, 11.0.3. Wherever there is white on the screen it flickers really bad. Might be doing it everywhere else too. Like a slow refresh rate.
[AGENT] @339411 Have you had a chance to restart since the update? If not, give it a try and let us know how it goes in DM. https://t.co/GDrqU22YpT","@339411 Do either of the devices have a case or screen protector? If so, are you able to remove them to test if the flickering persists?",,,,PERFORMANCE_STABILITY
961735,961736,961735,my @115858 iPhone that i’ve had for barely a year keeps freezing for 6-8 hours a night :-) if it does it tonight i’m going to flip shit.,,@348211 We want to help. Does this happen while using specific applications or features? Have you tried restarting your iPhone yet?,,,,PERFORMANCE_STABILITY
41673,41674,41673,@AppleSupport 11.1 update broke my wifi it's greyed out i've been waiting on live chat for over 30 minutes..,,@125172 We are here to help whenever possible. DM which iPhone you are using to get started. https://t.co/GDrqU22YpT,,,,CONNECTIVITY
2986576,2986577,2986576,iOS 11.2 shame on battery @AppleSupport,,"@823505 We understand how important battery life is on your iOS device! Send us a DM with the model of device we're working with, and we'll take a closer look at the issue together there. https://t.co/GDrqU22YpT",,,,BATTERY_POWER
354588,354589,354588,"@AppleSupport what password is this referring to? It will not accept my iCloud, computer, or phone password https://t.co/tcZVKRuynn",,@200281 Let's help.  Do you know if your iTunes backups are encrypted as shown here? https://t.co/s6tdVStcb2,,,,ACCOUNT_SECURITY
1718221,1718217,1718221,"My new #iPhoneX appears a green line on the screen😂, and the faceID can’t recognize me when I with glasses.@115858 @AppleSupport https://t.co/Fgj5fg9v2x",,@520251 Thanks for reaching out! We can definitely look into this with you. Send us a DM and we'll take it from there. https://t.co/GDrqU22YpT,,,,DEVICE_HARDWARE
