interaction_id,customer_tweet_id,agent_tweet_id,customer_message,context,historical_agent_response,human_intent,should_escalate,escalation_reason
1650095,1650097,1650095,@AppleSupport why does my phone keep changing the letter i to an A with a box with a question mark? Like I’m the picture! Help me! https://t.co/Ewn5eQqAIF,,@278491 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
323023,323025,323023,@115858 @AppleSupport Siri has gotten worse not better with new update. She gets everything wrong... even setting timers! What happened?!,,"@192944 Siri is great to have! First, let's try working through a few steps to help out here: https://t.co/CLzRTZZPdw",,,
1981772,1981773,1981772,Man what the fuck is this I️ @115858,,@586607 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,,,
1862082,1862083,1862082,"@AppleSupport Since your update has damaged my iPhone, iPad &amp; watch, I expect you to replace them. Next time you do an update, try it 1st.",,@556505 We'd be happy to check into what's going on with your devices. DM us with the information of what you're experiencing. https://t.co/GDrqU22YpT,,,
1767446,1767444,1767446,"@AppleSupport my iphone 7 is freezing when I open facetime, won’t let me swipe up to close apps, and wont let me facetime anyone thru a contact","[CUSTOMER] is anyone else’s phone intensely glitching ?? @115858 fix this lol
[AGENT] @531462 We want to help. Tell us more about what's happening with your iPhone.",@531462 Meet us in DM so we can help and let us know which version of the iOS is currently installed. https://t.co/GDrqU22YpT,,,
2969018,2969020,2969018,When is @115858 gonna FIX this issue when I️ type my Iiiiis?! #techproblems,,@818986 Can you confirm what version of iOS you are running?,,,
188498,188499,188498,@AppleSupport How can fix “Payment Delined” issue? I already made a new account but i  think that the old one is still saved somewhere. https://t.co/nuJo1ZS45o,,"@160239 Hi. We're glad to help. Check out this article: https://t.co/U96y4MTG7k  
Let us know if this helps.",,,
955696,955697,955696,"@AppleSupport So my apple iD just got hacked and obviously, I got an African mum. Can we sort this before she scroll's down OUR contacts? :/",,@346746 Please see this article for help if you suspect your ID has been compromised: https://t.co/ufbG3Gx5bq,,,
2814607,2814609,2814607,"@AppleSupport 
While you might have fixed the matter of unresponsive screen on the X model my 5SE is still having big issues. The edge of the screen (2-3mm) is unresponsive and furthermore is reacting like 5mm away fr were I press it. Any 💡?",,"@784702 We're happy to look into this with you. Join us in DM with more details about your iPhone SE, including when this started and which iOS version is currently installed. https://t.co/GDrqU22YpT",,,
2295394,2295395,2295394,"@115858 Can you fix my phone crashing, freezing, and not notifying me when only CERTAIN people text me? What the fuck is happening? https://t.co/Sl8LprJ0Y1",,@666513 That's certainly not what we'd expect you to experience. We'll do everything we can to assist. Have you been able to update to iOS 11.1.1 yet? Are you seeing any trends in the issues you've been seeing?,,,
2039774,2039775,2039774,@AppleSupport where is my status bar!? Worst!!!!! https://t.co/af6HL7AQyK,,"@603110 Let's look into this together. Send us a DM with the iOS version your iPhone is running, and we'll get started. https://t.co/GDrqU22YpT",,,
1132179,1132180,1132179,@115858 please fix my phone. This update has it slower than internet explorer in 2002. It took me two full minutes to tweet this.,,@386790 That's not the type of experience that we'd like for you to have with your phone. Join us in DM here: https://t.co/GDrqU22YpT,,,
96895,96896,96895,"Hey @AppleSupport if I get a replacement for my device because it was defective, will it come in a sealed package as the first I got from the shop or I will get just a device without box?",,"@137148 If you did a mail in repair, you will receive a device in a box.",,,
346279,346280,346279,"Hey @AppleSupport Messages app instantly crashes. Been running 11.1, this just started. Tried restore, worked for a sec then back to broken.",,@198422 We'd be happy to help. Please DM us the device you're using and we'll go from there. https://t.co/GDrqU22YpT,,,
1023496,1023498,1023496,@AppleSupport Hi i am locked out of my iTunes account. Status of recovery says 23 hours however i need access urgently. anything i can do?,,@362207 Hey there! Please check out the following article for more help with account recovery: https://t.co/nXAGZj0EE7,,,
2527036,2527037,2527036,So I updated my phone and I am still getting the stupid i issues. @115858 wanna help?,,@719533 We'd be happy to assist. Send us a DM to get started. https://t.co/GDrqU22YpT,,,
1002037,1002038,1002037,My #iphone6 cannot stay charged since I updated it. Is this a way to force me to upgrade? @6126 @115858 @AppleSupport,,@150888 we want you to have a good experience with the update. Please send us a DM so we may better assist you. https://t.co/GDrqU22YpT,,,
1658668,1658669,1658668,Trying to spit game rn but looking incompetent bc @115858 won’t fix this I️ problem 🙄🙄🙄,,@506062 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,,
2833064,2833065,2833064,@318 @115858 why don’t podcasts show how long they are in new iOS? Annoying!,,"@392989 We can help. When you click on a podcast in the Podcast app, are you not seeing the length of the podcast? Let us know in DM. https://t.co/GDrqU22YpT",,,
2353622,2353624,2353622,I use to be able to control my @1016 app from the lock screen. Now I can’t. The. Sucks @115858 is there a work around?,,"@680089 Let's look into this issue together. Which iOS version is listed here: Settings &gt; General &gt; About &gt; Version? Also, do you have the ability to control other audio (such as music) from the Lock screen?",,,
2017215,2017217,2017215,@115858 FIX THIS BUG WHERE MY PHONE CANT TYPE THE LETTER “I” WITHOUT IT AUTO CORRECTING TO HIEROGLYPHICS 🙄🙄,,@596551 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,,,
1683444,1683445,1683444,@AppleSupport please can you help me! I’m trying to reset my Apple ID but is now in recovery status. Desperate to reset to take for repair,,@511691 We'd be happy to look into your Apple ID issues.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,
2295262,2295263,2295262,"So I did the stupid @AppleSupport update and then my phone shut off before my 10 miler even though it was 100% charged and now I don’t have time or battery life on my home screen. Apple, you’re making it hard for me to want to purchase another iPhone. https://t.co/pbVrdO4erS",,"@406087 Your iPhone is important to you, and we'll do all we can to help. To get started, let us know what iOS version you updated to: Settings &gt; General &gt; About. Also, does restarting your iPhone have any effect on this issue?",,,
2237154,2237155,2237154,"Pro tip: Don't upgrade to High sierra yet, ESPECIALLY if you use @652367 my whole system is running hot all the time and ableton is crashing out. Chrome is slow as shit too. HS has serious things to get ironed out.  #macOSHighSierra @AppleSupport",,@652366 We'd like to work together to ensure you're able to use your Mac as expected. Let's meet up in DM. https://t.co/GDrqU22YpT,,,
1510876,1510877,1510876,This update sucks. Why doesn’t the letter “I️” show up on the screen? @AppleSupport,,@470693 We’re here to address your concerns. Let's team up in Direct Message using the link below. https://t.co/GDrqU22YpT,,,
2048969,2048970,2048969,@115858 can we please fix the battery issue with #iOS11.,,@605962 Having a reliable iPhone that stays charged is imperative. What kind of battery issues have you noticed? DM us here: https://t.co/GDrqU2kzhr,,,
151410,151411,151410,@115858 please do something for battery life in the next update!  I just did the update to ios 11.1.2 last night and my battery has gone down 30% in 30 minutes after a full charge!,,@150574 We are here to help. DM us which iOS device you are using and we can take a look. https://t.co/GDrqU22YpT,,,
1806636,1806637,1806636,"@115858 @AppleSupport my 6s is freezing, and dropping apps quicker than I drop bad friends!  11.0.2 ain’t cutting it. Fix these bugs please!",,@542781 This is not expected behavior. We'd like to look into this with you and get you on the path to a resolution. DM us to get started. https://t.co/GDrqU22YpT,,,
2855326,2855328,2855326,The iPhone X screen regularly freezes even when it's not cold out. Not sure if it's specific to iPhone X or iOS 11 in general but I didn't notice this as much on my iPhone 7 on iOS 11. @AppleSupport,,"@379449 Thanks for reaching out! We're glad to help make sure your awesome new iPhone X remains responsive. Please let us know more about what you're seeing. Also, which version of iOS 11 is installed? This information will help ensure we're on the same page to start.",,,
2144064,2144065,2144064,hey. @115858 ... your own update shouldn’t make me not be able to see the letter I️ in your own damn texts,,@630380 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
480561,480562,480561,@AppleSupport bought iPads for the kids for Christmas (6&amp;9). Would like to learn about security/parental controls to put on. Appointment at local Genius Bar the best way?,,@229205 Hi there! We certainly understand wanting to set up parental controls on your kids' iPads. Check out the following article regarding parental controls and let us know if you have any questions: https://t.co/eiyAtwvrU1,,,
2543999,2544000,2543999,"@6674&amp;T, @115858 where is my phone service?",,"@723189 We want to help! If you're having trouble connecting to a cellular network, have a look at the steps outlined here: https://t.co/5KootZbxj1 Send us a DM if the issue persists. https://t.co/GDrqU22YpT",,,
855442,855443,855442,"before ios 11: Battery at 90% in an hour
after: 55% IN AN HOUR 
@AppleSupport",,@323163 Hey. We're here for you. DM us and we can look into this there. https://t.co/GDrqU22YpT,,,
2918858,2918859,2918858,@AppleSupport i’ve just updated my macbook pro to macOS High Sierra and im trying to sign in to the iCloud and it keeps telling me there is an error connecting to the Apple ID server? https://t.co/HOmaqHqMf4,,@807882 We appreciate your time reaching out to us to resolve this matter. DM us the exact version of macOS you are currently using so we can get started. https://t.co/GDrqU22YpT,,,
629787,629788,629787,@AppleSupport I’m having problem woth personal hotspot since updating to ios 11. Help!,,@269203 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,
1955496,1955498,1955496,@AppleSupport why does my screen brightness keep changing since this stupid upgrade. Driving me nuts changes while viewing,,@249086 No worries. You can turn auto-brightness on or off following the steps listed on our page here: https://t.co/bkqEVCrK2l,,,
2534825,2534826,2534825,"@115858 
Ya need to fix your fkn iPhone X 
I’m experiencing all sort of issues with the phone 
First I was getting... https://t.co/RU4P00ohA8",,"@721213 We hate to hear you're experiencing issues with your new iPhone X, and want to help figure this out with you. Which version of iOS are you running in Settings &gt; General &gt; About &gt; Version? Does restarting help at all?",,,
2314355,2314354,2314355,"@AppleSupport Yes, restored as new from the phone (not itunes). I can't get a code from the trusted device, because the code isn't coming through to my phone because it's being set up essentially as a new phone, and it wont come through on my mac because my mac won't log in to my account.","[CUSTOMER] My whatsapp won't delete from here and it means I can't download it again. Any tips @AppleSupport ? V frustrating https://t.co/wsJ2tb9May
[CUSTOMER] @AppleSupport I have an iphone 6 and I think my iOS version is the second newest (it wont install the newest because theres no room on the phone)
[AGENT] @670443 When you said you've reset it, did you mean you restored it as new in iTunes? Also, let's try the steps under '‘Get a code from Settings on your trusted device’ from this link: https://t.co/gZlEJEsNrU","@670443 Thanks for confirming. Let's meet up in DM, and we'll take a closer look into this with you. https://t.co/GDrqU22YpT",,,
146805,146806,146805,"Awesome new iPhone safety feature @115858 @AppleSupport 😍 Woukd be very impressed and intrigued to see statistics of how this works. Where can I find these? Best upgrade I’ve seen so far but don’t like the feature of all my data on it DOB, shipping address etc can I remove this? https://t.co/MHDDBrhUtd",,"@149327 Let's look into this together. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",,,
766956,766957,766956,@AppleSupport the latest iOS 11.0.3 is killing iPhone SE (16) battery,,"@303300 Let's work on a solution together. To start, please DM us with the country where you're located. https://t.co/GDrqU22YpT",,,
1376429,1376430,1376429,"@AppleSupport Keep getting the following ""We’re sorry. We can’t find your reservation. Please verify your information and try again."" Help",,@440422 Let's get you pointed in the right direction. You can reach out to our Online Store experts here: https://t.co/8yjRd1Xo0i,,,
1007155,1007157,1007155,@AppleSupport Where is this in my settings? I can’t find it! #fustrated https://t.co/vsaToJYjvo,,@180030 Hi there! Which app are you using when you get that message?,,,
1977154,1977155,1977154,@AppleSupport My phone keeps crashing and turning off even when there's loads of battery left.  It won't restart till I plug it in. Help?,,@548504 We want you to be able to rely on your iPhone and we're here to help. Please DM us about this and we'll go from there. https://t.co/GDrqU22YpT,,,
1231284,1231285,1231284,"@115858 @AppleSupport new update sucks! Touch screen is glitchy, volume button doesn’t work, speaker phone doesn’t work! Terrible!",,"@408803 We'd like to help. To start, please DM us more info on what's happening with the touch screen. https://t.co/GDrqU2kzhr",,,
2422489,2422490,2422489,@115858 i️ need u to fix ur damn phones bc i️ know this shit is annoying as hell i️ 😤,,"@695776 We've released a fix for this issue in the latest iOS version which is iOS 11.1.1. To install this version, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk",,,
1352911,1352913,1352911,"@AppleSupport how do I roll back to an older iOS? This update is terrible, my phone never works",,@435519 Hi. We are here to help. What concerns are you having with the new iOS?,,,
2229339,2229340,2229339,Tried out the default Mail App now I’m on iOS11. Am I right in thinking still no push for gMail accounts @AppleSupport? #aHelp,,"@309037 Hey, we'd like to look into this with you. Send us a DM with the exact iOS version and we'll go from there. https://t.co/GDrqU22YpT",,,
1215548,1215549,1215548,@AppleSupport I keep getting this error on the iPhone Upgrade Program pre-approval process Confirm Carrier step. Is it a Verizon issue? https://t.co/RL3uVETAKl,,"@4872 Hey there! As the message says there is a problem reaching the carrier's server, you'll want to reach out to your carrier for help.",,,
1756351,1756352,1756351,"@AppleSupport Do you know if there's going to be a patch for this issue with the keyboard and the letter ""i""?",,@528851 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,
2689515,2689516,2689515,"@AppleSupport  Lost my phone, try to reset my password, tries to send the instructions to the phone I've lost, then I try with another phone and you don't even send the messages at all??",,"@756153 Thanks for reaching out.  Since we value privacy and security, you can reach out to us here for assistance with this issue:  https://t.co/IBIY3vMgPj",,,
2037680,2037681,2037680,@AppleSupport you would think that one of the keys on my keyboard wouldn't barely work for how much a fucking MacBook cost,,@518677 Let's take a look at this. Meet us in DM with what model Mac you have and what country you're located in. We'll get to work. https://t.co/GDrqU22YpT,,,
566752,566754,566752,@AppleSupport Also my Apple TV keeps dropping the connection to my phone and playback stops completely. How am I supposed to listen to music when it constantly stops playing?,,"@251108 Thanks for getting back to us. If it's skipping, the songs might not be downloaded for offline listening. Try downloading a few tracks to see if they still skip: https://t.co/RNwAQnKBW8",,,
1657259,1657260,1657259,Hey @115858 @118936 not being able to type the letter that sounds like “eye” is sub twisted dark shit. I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️,,"@227141 We'd be happy to provide some guidance. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT",,,
2402270,2402271,2402270,@AppleSupport This is to report u tht #iOS11 is the buggiest iOS ever. My phone is crawling.I even updated to #ios11.1.1 but still the same.,,"@691140 We know it's important for your iPhone to work the way you expect, and we're happy to see how we can help. Send us a DM with more information about what you're experiencing, and we'll continue from there. https://t.co/GDrqU22YpT",,,
2112851,2112852,2112851,@AppleSupport i want to fucking kill myself why cant I play my music anymore with this new Ios update,,@623046 This is unexpected. We're here to help. Meet us in DM and we'll take a further look at this with you. https://t.co/GDrqU22YpT,,,
1413512,1413513,1413512,@AppleSupport @115858 iphone unlocks without any passcode or fingerprint. Just ask the siri in locked screen,,@448493 We want to help. Please meet us in DM. https://t.co/GDrqU22YpT,,,
2280967,2280968,2280967,@115858 fix it for us!! https://t.co/SBr2dXZ6Pv,,"@663051 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",,,
2675064,2675065,2675064,Hey @115858 can you get your shit together on this software so my phone can stop spazzing out? thanks.,,@753014 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,,
451398,451400,451398,@AppleSupport my FaceTime and iMessage won’t activate and won’t sign into my Apple ID. Could you be of any assistance? Thank you for any help you may be able to give me.,,@222041 We most certainly can help with FaceTime and iMessage activation. Are you getting any error messages?,,,
2740807,2740808,2740807,@AppleSupport hi please help i just put $25 in my itunes or whatever and it won’t show up and it won’t let me make any purchases sos,,"@618100 We'd like to help you get to the right place for support for your iTunes account. To get started, connect with our iTunes Store Support here:  https://t.co/SDIe7UiyJN",,,
1416041,1416042,1416041,"@AppleSupport Can you help? Order wasnt placed as was told it was, tried calling the 800#, &gt;30mins hold then got a ""this mailbox full"" msg",,@449087 Happy to look into this order with you. Send us a DM and we'll see what we can do to help. https://t.co/GDrqU22YpT,,,
2940386,2940385,2940386,@AppleSupport I would love to tell you what version I’m using but once again my computer is frozen and the spinning rainbow of death is taunting me. But yeah I think it started after I did the update,"[CUSTOMER] Crazy how you can install all updates on time and run only one program at a time but still lose your work because your MacBook freezes. That’s swirling rainbow of death is the devil. Thanks so much @115858 for talking a big game about your products and failing to deliver.
[AGENT] @812656 We'd like to look into this with you to see how we can help. Please let us know what macOS is currently installed, and what app was being used when this happened. Has this happened before, or is this the only time?
[CUSTOMER] @AppleSupport I’m using the newest version and I was using Microsoft word. It doesn’t happen often but this has happened before
[AGENT] @812656 OK. To be sure we’re on the same page, can you tell us the exact version it’s on? It can be found by going to About This Mac from the Apple menu. To your knowledge, did this behavior start to occur after updating your MacBook?","@812656 Understood. We'd like to look into this a bit further with you. Use the link below to join us in DM, and we'll get started. https://t.co/GDrqU22YpT",,,
690733,690734,690733,@AppleSupport what’s up with the ridiculously fast battery drain on the new iOS!?! Help us out!!,,@285037 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,,
1709915,1709916,1709915,"@AppleSupport @518062 hi, we have 3 iphones (2 new iphone x) that wont activate imessages/facetime on the eir network ireland.Please advise",,@518061 We'd love to help! Check out this article if you're having trouble activating iMessage and FaceTime: https://t.co/jhvYu3nzpA https://t.co/GDrqU22YpT,,,
2199247,2199248,2199247,"@115948 @115858 so y'all sent ANOTHER update...I complete the update and now my entire iTunes library is gone....

How Sway?! 
whyyy sway",,@643238 We're happy to help. What device are you using? Did you update to 11.0.3? Let us know to continue.,,,
1886919,1886920,1886919,@AppleSupport Touch at times is unresponsive and blinks on its will. Frustrating Apple 🍎,[CUSTOMER] @AppleSupport IOS 11 update us lead to sluggish response and the battery drains quickly with screen blinkering. It’s pathetic,"@562781 Hey, we can look into some options for your device. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT",,,
1805708,1805709,1805708,@115858 @AppleSupport When do you please address the battery issues with iOS11? How can it be that same usage drains batt inhalf the time?,,@542555 Your battery life is important to us. Let us know in DM what type of device you have and the exact iOS 11 version you are running. https://t.co/GDrqU22YpT,,,
354061,354066,354061,@200178 @AppleSupport After installing iOS 11 Apple’s Mail app has a problem switching between an email and the Previous email in the Inbox. Arrow down FAIL.,"[CUSTOMER] Wow @AppleSupport iOS 11, what a mess! After 0.2, My 7P still hangs, heats up, battery life is awful, photos are still wacky.","@200177 We'd like to look into this with you. To begin, if you haven't already, let's restart the iPhone and try again.",,,
2679824,2679826,2679824,@AppleSupport After updating I can’t select a provider on my SE anymore. Only WiFi on my phone noe. This is not funny. HELP!!!!!,,@754002 We'll do all we can to assist. Are you getting a specific error message about the SIM card?,,,
1551810,1551811,1551810,@AppleSupport is there a way to run a remote battery diagnostic on my iPhone 6s Plus?,,"@480186 Running into battery issues on your iPhone? Meet up with us in DM, and we'll see what we can do about that. https://t.co/GDrqU22YpT",,,
1908126,1908127,1908126,How does my Bluetooth mess up after a iPhone update? @AppleSupport,,@568428 We know how important it is to have Bluetooth available for use with other devices. Let's work together in DM here: https://t.co/GDrqU22YpT,,,
2455314,2455315,2455314,@115858 fix this shit bro. My phone is freezing and all my shit isn’t working. We ain’t playing out here,,@703358 We'd love a chance to help with your device performance. Send us a DM with your iPhone model and iOS version from Settings &gt; General &gt; About. We'll join you there. https://t.co/GDrqU22YpT,,,
2893385,2893383,2893385,"@AppleSupport Thank you, I did read this article, the issue is that I want to turn on Ask to Buy for a family member over 18, eg, an adult? Is that possible?","[CUSTOMER] @AppleSupport Hi, have a question about family sharing, I have an adult member, but I want them to have to ‘ask’ before buying things using my registered card, can I do this, like my children?
[AGENT] @461121 Thanks for reaching out! Ask to Buy is on for any family member who isn't an adult. More info about this is here: https://t.co/JANN0uzI2v","@461121 There isn't a way to turn on Ask to Buy for adults. Please leave feedback about this here: https://t.co/eTPVYVFyd8 We may not reach out to you in reference to your feedback, but we do read the messages we receive.",,,
552079,552080,552079,"@AppleSupport I've never heard of or downloaded ""my media manager"" and don't see it on my phone. Why's it trying to update and how do I get rid of it? https://t.co/Hty4mnJApc",,"@248694 Thank you for reaching out to us. We'd be happy to look into this. Please send us a DM, so we can help further. https://t.co/GDrqU22YpT",,,
816439,816441,816439,@AppleSupport what’s going on my blue tooth keeps switching it’s self on??? And draining my battery,,@314425 We'd like to help! Does your Bluetooth turn off when you're paired with certain devices or just some?,,,
1746017,1703887,1746017,@AppleSupport the new update turned my iphone8 off since the past 5 days..apple became the worst,"[AGENT] With iPhone X, getting to the Home screen is as simple as swiping up from the bottom. Check it out.

Learn more: https://t.co/Gev9UeAZa1 https://t.co/8wiOQYuf5d",@216975 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,,,
2004972,2004973,2004972,@AppleSupport please fix this,[CUSTOMER] I️ am so sick of my keyboard glitching every time I️ try to type the letter I️,@592899 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU2kzhr,,,
2909289,2909287,2909289,"@AppleSupport I’ve purchased several songs on my apple account and they’re not showing up as “purchased” on iTunes, what do I do?","[CUSTOMER] @AppleSupport https://t.co/3zTWWoxopp
[AGENT] @805460 Hey there! Thanks for reaching out to us. How can we help?",@805460 Let's check and make sure that the purchases aren't hidden. You can use these steps: https://t.co/jjLUETEY0J,,,
1171399,1171401,1171399,@AppleSupport help! This just happened? 😭 it turns on fine but then this happens when i go to enter the password and after 1-2min it dies?😭,,@395497 We're here to help. Let's isolate this. Did you do any recent updates? Is your MacBook connected to your power cord right now?,,,
2015835,2015836,2015835,@AppleSupport FIX THIS https://t.co/F6QW8MrYR8,,@596106 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,,,
311339,6769,311339,@AppleSupport Hi. Since the update my phones gone a bit mad. Can I ask how the tuner can be increased without going into sounds ?,"[AGENT] Introducing the new Control Center in iOS 11. Now customizable.
Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ","@190349 We're happy to help with new features. By ""tuner"", do you mean volume? If so, take a look here: https://t.co/45AlFnF6Ae",,,
861454,861456,861454,Bought a 2nd hand #iphone6 and the previous owner didn't remove their passwords. Anyone know how to unlock or remove all codes @115858 . HELP,,"@324547 We can help out. First, check to ensure the previous owner's iCloud account isn't logged in under Settings &gt; Your Name &gt; iCloud.",,,
740606,740607,740606,@AppleSupport @116333 My iPhone 6 almost died today after ios 11 update. And i am not alone. What you guys have been doing!! #MissyouJobs,,@297125 We'd be happy to help with your iPhone. Can you DM us the exact version of iOS 11 you are running? https://t.co/GDrqU2kzhr,,,
620058,620060,620058,@115858 email verification code didn't work please let me know for more to do email verification code that would work for me to use for iTunes and app store thanks,,@267167 We can make sure that gets resolved! We'd need to get you to our Apple ID support over the phones. They can verify the identity on the account.  They can be reached here:  https://t.co/UJm15vmMM2,,,
2294886,2294887,2294886,@AppleSupport I'v just got an iPhone x but there is a green line on the Screen I'm in Jordan where is the nearest Apple care from my country thanks 🙏,,@666375 We're here to help. We'd like to gather more information. Can you DM us so we can begin? https://t.co/GDrqU22YpT,,,
107345,107346,107345,"@AppleSupport umm, why won’t my personal hotspot connect to my laptop? I’ve tried restarting my network settings on my iphone and restarting my laptop but it still doesn’t work. On my laptop, it says “the connection is limited”",,@139841 We are here to help. Let's take a look at this. What is your cell coverage like? What is your current iOS version?,,,
1143536,1143537,1143536,"@AppleSupport iPhone 6S with iOS 11.0.3, screen freezes all the time and apps won’t launch. It helps restarting, but still not working",,@389149 We'd like to help! Send us a DM with the country that you are located in to proceed. https://t.co/GDrqU22YpT,,,
1167783,1167784,1167783,HOW DO I DOWNGRADE BACK TO IOS10?? @AppleSupport,,@394674 We'd like to work with you. Let us know which iOS 11 version you're using in DM to get started. https://t.co/GDrqU22YpT,,,
2302710,2302711,2302710,@AppleSupport How do you recover an Apple ID if you can't remember the email address?,,"@668207 Great question. If you can't remember the email address, you can try searching for it in our system or these steps here: https://t.co/buxNpfhIIM",,,
124438,61365,124438,@AppleSupport Just upgraded from 6 to iPhone7; but Bluetooth connectivity is a major issue with iOS11. bt device automatically disconnects. Any help?,[AGENT] Accidentally deleted an app? Here's how to find and reinstall your purchased apps in iOS 11. https://t.co/wvOgLJh2Kz,"@143871 Congratulations on the new iPhone 7! We want to be sure you can use your Bluetooth connection as you'd expect to. 
Let us know if the steps outlined here help you: https://t.co/JMbUWgME3J",,,
1264626,1264627,1264626,"#iOS11 sucks! Random lag,app freezing,Battery life worse,Control center wifi tab not working. Touch ID not working sometimes. @115858",,@416126 We want to help. Would you tell us more about what's happening via DM? https://t.co/GDrqU22YpT,,,
2652492,2652493,2652492,@AppleSupport um like this whole “i️” thing is getting annoying. HOW DO I️ FIX I️T!?,,@748065 We'd be happy to take a look into this with you. Could you please send us a DM with what device you're having this issue on and what OS version it's running? https://t.co/GDrqU22YpT,,,
1080759,1080760,1080759,iOS 11 WiFi is rubbish. It won’t show the login/accept terms page on airport/hotel WiFi systems. iPad now useless 4 traveling. @AppleSupport,,"@374949 We can help you. DM us, and tell us a bit more about what's going on. We'll look into this. https://t.co/GDrqU22YpT",,,
1998838,1998839,1998838,Ive had to reset my phone 6 times already today from this new update and my phone freezing😡😡😡 @AppleSupport,,"@591014 Let's look into this together. To start, DM us which version of iOS 11 you're using, and we'll continue from there. https://t.co/GDrqU22YpT",,,
2869647,2869649,2869647,SOMEONE PLEASE HELP ME STOP MY MESSAGE APP CRASHING!!!!!!!! @115858 @AppleSupport @115858 https://t.co/9dqziHfwfd,,@796889 Thank you for reaching out. We've received your DM and will continue working with you there.,,,
2450946,2450947,2450946,@AppleSupport having problems with iphone switching off and the lock screen freezing and going blank and now it’s got worse since the update,,@702387 We want to help. Reach out via DM using the link below. https://t.co/GDrqU22YpT,,,
648530,648531,648530,@115858 I’d appreciate it if y’all came out with the new update that took the virus out of my phone. I’m not buying the IPhone X and I need my phone to work for more than 5 minutes at a time,,@274118 We can work together to see what's going on. Meet us in DM with details of the issue. https://t.co/GDrqU22YpT,,,
1886654,1886655,1886654,@AppleSupport my phone freezes at least 20 times a day since the update. 🙃,,@562712 We're here to help. Is this after you've updated to iOS 11.0.3? Is it a specific app that freezes or random? Let us know in DM. https://t.co/GDrqU22YpT,,,
2349335,2349336,2349335,@AppleSupport my iPhone 7 battery life has plummeted since ios11. Help!!,,@679099 We'll be happy to take a look. What is the exact version of iOS 11 that you're on? Check on Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,,,
148071,148072,148071,@AppleSupport how do I sign out my Apple ID account without having to verify my account? I know the password to my Apple ID I just can’t verify my account because I forgot my email password I literally had this since the first iPod Touch came out. I just want to sign out,,@149680 We know how important it is to be able to manage your Apple ID and we can assist. Let's chat over in Direct Message so we can go into further details about the process. https://t.co/GDrqU22YpT,,,
2889462,2889464,2889462,@AppleSupport Is there a way to deactivate the limit of 150 MB in the App Store? I want to load iMovie with my mobile data (unlimited data for 25€ FTW) bc there is no WiFi here.,,"@673606 Thanks for reaching out to us. Currently, there is no way to disable this limit. If this is something you'd like to see change in the future we encourage you to leave feedback regarding this here: https://t.co/eTPVYVFyd8",,,
1228744,1228741,1228744,@AppleSupport Thanks for confirming and quick reply 😊 How do I get rid of these emails? I once used that email before to create an Apple ID.,"[CUSTOMER] Is this a legit email from @115858? Please help! @AppleSupport 😟🙏🏻 https://t.co/DGMYBsWRmN
[AGENT] @408260 Good eye! Thanks for the screenshot. This doesn't appear to be from us. Check out this link: https://t.co/LNMCdqt6fD","@408260 You're very welcome. We want to be sure to answer all of your questions. Let's meet up in DM to continue, please. https://t.co/GDrqU2kzhr",,,
